Relationship.StartNode.NodeID,Relationship.StartNode.NodeIDType,Relationship.EndNode.NodeID,Relationship.EndNode.NodeIDType,Relationship.RelationshipType,Relationship.RelationshipStatus,Relationship.Period.1.startDate,Relationship.Period.1.endDate,Relationship.Period.1.periodType,Relationship.Period.2.startDate,Relationship.Period.2.endDate,Relationship.Period.2.periodType,Relationship.Period.3.startDate,Relationship.Period.3.endDate,Relationship.Period.3.periodType,Relationship.Period.4.startDate,Relationship.Period.4.endDate,Relationship.Period.4.periodType,Relationship.Period.5.startDate,Relationship.Period.5.endDate,Relationship.Period.5.periodType,Relationship.Qualifiers.1.QualifierDimension,Relationship.Qualifiers.1.QualifierCategory,Relationship.Qualifiers.2.QualifierDimension,Relationship.Qualifiers.2.QualifierCategory,Relationship.Qualifiers.3.QualifierDimension,Relationship.Qualifiers.3.QualifierCategory,Relationship.Qualifiers.4.QualifierDimension,Relationship.Qualifiers.4.QualifierCategory,Relationship.Qualifiers.5.QualifierDimension,Relationship.Qualifiers.5.QualifierCategory,Relationship.Quantifiers.1.MeasurementMethod,Relationship.Quantifiers.1.QuantifierAmount,Relationship.Quantifiers.1.QuantifierUnits,Relationship.Quantifiers.2.MeasurementMethod,Relationship.Quantifiers.2.QuantifierAmount,Relationship.Quantifiers.2.QuantifierUnits,Relationship.Quantifiers.3.MeasurementMethod,Relationship.Quantifiers.3.QuantifierAmount,Relationship.Quantifiers.3.QuantifierUnits,Relationship.Quantifiers.4.MeasurementMethod,Relationship.Quantifiers.4.QuantifierAmount,Relationship.Quantifiers.4.QuantifierUnits,Relationship.Quantifiers.5.MeasurementMethod,Relationship.Quantifiers.5.QuantifierAmount,Relationship.Quantifiers.5.QuantifierUnits,Registration.InitialRegistrationDate,Registration.LastUpdateDate,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ManagingLOU,Registration.ValidationSources,Registration.ValidationDocuments,Registration.ValidationReference
2138002OIMEW52TBN419,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2005-12-16T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-28T00:00:00Z,2024-04-26T08:31:13.630Z,PUBLISHED,2025-04-28T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,https://www.privatebank.citibank.com/legacy/newcpb-media/media/documents/CPB_SRD_II_Shareholder_Engagement_Policy_FINAL_CBNA_MACS_SICAV_pdf.pdf.coredownload.inline.pdf
2138002T2QLVWJ6J2C93,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138003GFKZJ2LIFTE95,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2017-11-30T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-27T00:00:00Z,2023-09-27T18:40:20.363Z,PUBLISHED,2024-09-27T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138003SX42YW2NPWP19,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08T00:00:00Z,2023-11-08T14:21:31.943Z,PUBLISHED,2024-11-08T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138003XFMHDUXNTSI38,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138004REIUD4C81Q495,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2015-09-30T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-28T00:00:00Z,2023-12-27T08:52:20.053Z,PUBLISHED,2024-12-28T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138004RW2C1U4MOW311,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
21380054ZRRFG2WNY360,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-10-17T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-17T00:00:00Z,2023-10-17T18:08:03.023Z,PUBLISHED,2024-10-17T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138005X9YLC472DPI83,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08T00:00:00Z,2023-11-08T14:21:31.943Z,PUBLISHED,2024-11-08T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
21380066KRRMYUNM8L27,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138006L94DU55NK8X89,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2020-06-10T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-13T00:00:00Z,2024-03-14T00:11:14.290Z,LAPSED,2024-03-13T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138006Q13X74LOJYN04,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138006TBCN4S5QCAZ71,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08T00:00:00Z,2023-11-08T14:21:31.943Z,PUBLISHED,2024-11-08T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138007159H4B362ZQ72,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2020-03-13T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-13T00:00:00Z,2024-03-08T13:14:12.890Z,PUBLISHED,2025-03-13T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
21380073PL6Y8G4IGU76,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138007E786UVMES4B33,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2020-08-11T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-28T00:00:00Z,2024-02-23T10:02:34.917Z,PUBLISHED,2025-02-28T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138007GKPAP3EGP4M69,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138007HCL57QIHP3Q73,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2018-01-19T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-12T00:00:00Z,2023-12-08T08:30:32.323Z,PUBLISHED,2024-12-12T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138007IYWHF69AMXO90,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138007YLNAGL4H8O750,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2020-03-13T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-13T00:00:00Z,2024-03-08T13:14:12.890Z,PUBLISHED,2025-03-13T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
21380081IQFM1SKWW986,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08T00:00:00Z,2023-11-08T14:21:31.943Z,PUBLISHED,2024-11-08T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138008MNSHZWPM1UX50,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2007-12-31T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-17T00:00:00Z,2023-10-17T18:08:03.023Z,PUBLISHED,2024-10-17T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138009513F1RITUPN82,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138009P9SYXYM2B3D06,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2014-11-28T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-27T00:00:00Z,2023-09-27T18:40:20.363Z,PUBLISHED,2024-09-27T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
2138009SAB9AERWFUP22,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2021-04-23T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-23T00:00:00Z,2024-04-23T08:49:32.920Z,PUBLISHED,2025-04-23T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
2138009W7M67S7SD9E94,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2020-03-13T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-13T00:00:00Z,2024-03-08T13:14:12.890Z,PUBLISHED,2025-03-13T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213800A3S7L2PAKN2J06,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-10-17T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-17T00:00:00Z,2023-10-17T18:08:03.023Z,PUBLISHED,2024-10-17T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
213800AZDVPFU5QXXX64,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2017-11-21T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-12T00:00:00Z,2023-12-08T08:30:32.323Z,PUBLISHED,2024-12-12T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213800BNI5RMIEY2BR29,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2006-07-31T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-27T00:00:00Z,2023-09-27T11:52:43.830Z,PUBLISHED,2024-09-27T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213800CO8PMSL69C1Q81,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T00:00:00Z,2023-12-06T12:03:34.307Z,PUBLISHED,2024-12-06T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213800CR4LO6KUOELZ53,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08T00:00:00Z,2023-11-08T14:21:31.943Z,PUBLISHED,2024-11-08T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
213800DK3YJZK4ZS1R97,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2023-06-01T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08T00:00:00Z,2023-11-08T14:21:31.943Z,PUBLISHED,2024-11-08T00:00:00Z,213800WAVVOPS85N2205,ENTITY_SUPPLIED_ONLY,SUPPORTING_DOCUMENTS,
213800EKBK5L8W3LYV95,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2005-12-12T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-13T00:00:00Z,2024-03-08T13:14:12.890Z,PUBLISHED,2025-03-13T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213800EMKX1KFVXON261,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2013-04-30T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-27T00:00:00Z,2023-09-27T18:40:20.363Z,PUBLISHED,2024-09-27T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
213800FDHJ2GFBOLUQ51,LEI,E57ODZWZ7FF32TWEFA76,LEI,IS_FUND-MANAGED_BY,ACTIVE,2020-03-13T00:00:00Z,,RELATIONSHIP_PERIOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-13T00:00:00Z,2024-03-08T13:14:12.890Z,PUBLISHED,2025-03-13T00:00:00Z,213800WAVVOPS85N2205,FULLY_CORROBORATED,SUPPORTING_DOCUMENTS,
